MITT,AG Mortgage Investment Trust Inc. Common Stock,Health Care,Real Estate Investment Trusts
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,Health Care,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,Health Care,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,Health Care,
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,Health Care,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MKC,McCormick & Company Incorporated Common Stock,Health Care,Packaged Foods
MKFG,Markforged Holding Corporation Common Stock,Health Care,Retail: Computer Software & Peripheral Equipment
MKL,Markel Group Inc. Common Stock,Health Care,Property-Casualty Insurers
MKSI,MKS Instruments Inc. Common Stock,Health Care,Industrial Machinery/Components
MKTW,MarketWise Inc. Class A Common Stock,Health Care,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MKUL,Molekule Group Inc. Common Stock,Health Care,Environmental Services
ML,MoneyLion Inc. Class A Common Stock,Health Care,Retail: Computer Software & Peripheral Equipment
MLAB,Mesa Laboratories Inc. Common Stock,Health Care,Industrial Machinery/Components
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Health Care,Hotels/Resorts
MLEC,Moolec Science SA Ordinary Shares,Health Care,Blank Checks
MLECW,Moolec Science SA Warrant,Health Care,Blank Checks
MLGO,MicroAlgo Inc. Ordinary Shares,Health Care,EDP Services
MLI,Mueller Industries Inc. Common Stock,Health Care,Metal Fabrications
MLKN,MillerKnoll Inc. Common Stock,Health Care,Office Equipment/Supplies/Services
MLM,Martin Marietta Materials Inc. Common Stock,Health Care,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLNK,MeridianLink Inc. Common Stock,Health Care,Computer Software: Prepackaged Software
MLP,Maui Land & Pineapple Company Inc. Common Stock,Health Care,Real Estate
MLR,Miller Industries Inc. Common Stock,Health Care,Construction/Ag Equipment/Trucks
MLSS,Milestone Scientific Inc. Common Stock,Health Care,Industrial Specialties
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MLVF,Malvern Bancorp Inc. Common Stock,Health Care,Savings Institutions
MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MMAT,Meta Materials Inc. Common Stock,Health Care,Semiconductors
MMC,Marsh & McLennan Companies Inc. Common Stock,Health Care,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Health Care,Investment Managers
MMI,Marcus & Millichap Inc. Common Stock,Health Care,Real Estate
MMLP,Martin Midstream Partners L.P. Limited Partnership,Health Care,Oil Refining/Marketing
MMM,3M Company Common Stock,Health Care,Medical/Dental Instruments
MMMB,MamaMancini's Holdings Inc. Common Stock,Health Care,Specialty Foods
MMP,Magellan Midstream Partners L.P. Limited Partnership,Health Care,Natural Gas Distribution
MMS,Maximus Inc. Common Stock,Health Care,Business Services
MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust Common Stock,Health Care,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,Health Care,Investment Managers
MMV,MultiMetaVerse Holdings Limited Class A Ordinary Share,Health Care,Blank Checks
MMVWW,MultiMetaVerse Holdings Limited Warrant,Health Care,Blank Checks
MMYT,MakeMyTrip Limited Ordinary Shares,Health Care,Transportation Services
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Health Care,EDP Services
MNDY,monday.com Ltd. Ordinary Shares,Health Care,Computer Software: Prepackaged Software
MNK,Mallinckrodt plc Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MNKD,MannKind Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNMD,Mind Medicine (MindMed) Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology
MNOV,Medicinova Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,Health Care,Trusts Except Educational Religious and Charitable
MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNRO,Monro Inc. Common Stock,Health Care,Automotive Aftermarket
MNSB,MainStreet Bancshares Inc. Common Stock,Health Care,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,Health Care,Major Banks
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,Health Care,Department/Specialty Retail Stores
MNST,Monster Beverage Corporation,Health Care,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,Health Care,Natural Gas Distribution
MNTN,Everest Consolidator Acquisition Corporation Class A Common Stock,Health Care,Blank Checks
MNTS,Momentus Inc. Class A Common Stock,Health Care,Military/Government/Technical
MNTSW,Momentus Inc. Warrant,Health Care,Military/Government/Technical
MNTX,Manitex International Inc. Common Stock,Health Care,Industrial Machinery/Components
MO,Altria Group Inc.,Health Care, Medicinal Chemicals and Botanical Products 
MOB,Mobilicom Limited American Depositary Shares,Health Care,Real Estate Investment Trusts
MOBBW,Mobilicom Limited Warrants,Health Care,Real Estate Investment Trusts
MOBQ,Mobiquity Technologies Inc. Common Stock,Health Care,Advertising
MOBQW,Mobiquity Technologies Inc. Warrant,Health Care,Advertising
MOBV,Mobiv Acquisition Corp Class A Common Stock,Health Care,Blank Checks
MOBVU,Mobiv Acquisition Corp Unit,Health Care,Blank Checks
MOBVW,Mobiv Acquisition Corp Warrant,Health Care,Blank Checks
MOD,Modine Manufacturing Company Common Stock,Health Care,Auto Parts:O.E.M.
MODD,Modular Medical Inc. Common Stock,Health Care,Industrial Specialties
MODG,Topgolf Callaway Brands Corp. Common Stock,Health Care,Recreational Games/Products/Toys
MODN,Model N Inc. Common Stock,Health Care,Computer Software: Programming Data Processing
MODV,ModivCare Inc. Common Stock,Health Care,Transportation Services
MOFG,MidWestOne Financial Gp Common Stock,Health Care,Major Banks
MOGO,Mogo Inc. Common Shares,Health Care,
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),Health Care,Business Services
MOH,Molina Healthcare Inc Common Stock,Health Care,Medical Specialities
MOLN,Molecular Partners AG American Depositary Shares,Health Care,
MOMO,Hello Group Inc. American Depositary Shares,Health Care,Computer Software: Prepackaged Software
MOND,Mondee Holdings Inc. Class A Common Stock,Health Care,Transportation Services
MOR,MorphoSys AG American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MORF,Morphic Holding Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MORN,Morningstar Inc. Common Stock,Health Care,Investment Managers
MOS,Mosaic Company (The) Common Stock,Health Care,Agricultural Chemicals
MOTS,Motus GI Holdings Inc. Common Stock,Health Care,Medical/Dental Instruments
MOV,Movado Group Inc. Common Stock,Health Care,Consumer Specialties
MOVE,Movano Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOXC,Moxian (BVI) Inc Ordinary Shares,Health Care,Computer Software: Programming Data Processing
MP,MP Materials Corp. Common Stock,Health Care,Precious Metals
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Health Care,Finance Companies
MPAA,Motorcar Parts  of America Inc. Common Stock,Health Care,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,Health Care,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,Health Care,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,Health Care,Business Services
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Health Care,Natural Gas Distribution
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,Health Care,Blank Checks
MPRAU,Mercato Partners Acquisition Corporation Unit,Health Care,Blank Checks
MPRAW,Mercato Partners Acquisition Corporation Warrant,Health Care,Blank Checks
MPTI,M-tron Industries Inc. Common Stock,Health Care,
MPU,Mega Matrix Corp. Common Stock,Health Care,Diversified Commercial Services
MPV,Barings Participation Investors Common Stock,Health Care,Finance Companies
MPW,Medical Properties Trust Inc. common stock,Health Care,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,Health Care,Semiconductors
MPX,Marine Products Corporation Common Stock,Health Care,Marine Transportation
MQ,Marqeta Inc. Class A Common Stock,Health Care,Computer Software: Prepackaged Software
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MRAI,Marpai Inc. Class A Common Stock,Health Care,Managed Health Care
MRAM,Everspin Technologies Inc. Common Stock,Health Care,Semiconductors
MRBK,Meridian Corporation Common Stock,Health Care,Major Banks
MRC,MRC Global Inc. Common Stock,Health Care,Industrial Machinery/Components
MRCC,Monroe Capital Corporation Common Stock,Health Care,Investment Managers
MRCY,Mercury Systems Inc Common Stock,Health Care,
MRDB,MariaDB plc Ordinary Shares,Health Care,Blank Checks
MREO,Mereo BioPharma Group plc American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,Health Care,EDP Services
MRK,Merck & Company Inc. Common Stock (new),Health Care,Biotechnology: Pharmaceutical Preparations
MRKR,Marker Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Health Care,Other Consumer Services
MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,Health Care,Oil & Gas Production
MRSN,Mersana Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRT,Marti Technologies Inc. Class A Ordinary Shares,Health Care,Rental/Leasing Companies
MRTN,Marten Transport Ltd. Common Stock,Health Care,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRUS,Merus N.V. Common Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,Health Care,Semiconductors
MS,Morgan Stanley Common Stock,Health Care,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,Health Care,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,Health Care,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,Health Care,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),Health Care,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,Health Care,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,Health Care,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,Health Care,
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,Health Care,
MSA,MSA Safety Incorporated Common Stock,Health Care,Industrial Specialties
MSB,Mesabi Trust Common Stock,Health Care,Metal Mining
MSBI,Midland States Bancorp Inc. Common Stock,Health Care,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Health Care,Major Banks
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,Health Care,Hotels/Resorts
MSCI,MSCI Inc. Common Stock,Health Care,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,Health Care,Trusts Except Educational Religious and Charitable
MSEX,Middlesex Water Company Common Stock,Health Care,Water Supply
MSFT,Microsoft Corporation Common Stock,Health Care,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Health Care,Services-Misc. Amusement & Recreation
MSGM,Motorsport Games Inc. Class A Common Stock,Health Care,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Health Care,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,Health Care,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,Health Care,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,Health Care,Consumer Electronics/Appliances
MSSA,Metal Sky Star Acquisition Corporation Ordinary shares,Health Care,Blank Checks
MSSAR,Metal Sky Star Acquisition Corporation Right,Health Care,Blank Checks
MSSAU,Metal Sky Star Acquisition Corporation Unit,Health Care,Blank Checks
MSSAW,Metal Sky Star Acquisition Corporation Warrant,Health Care,Blank Checks
MSTR,MicroStrategy Incorporated Common Stock Class A,Health Care,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,Health Care,Major Banks
MT,Arcelor Mittal NY Registry Shares NEW,Health Care,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd. Common Shares,Health Care,
MTAC,MedTech Acquisition Corporation Class A Common Stock,Health Care,Medical Specialities
MTACU,MedTech Acquisition Corporation Unit,Health Care,Medical Specialities
MTACW,MedTech Acquisition Corporation Warrant,Health Care,Medical Specialities
MTAL,Metals Acquisition Limited Ordinary Shares,Health Care,Blank Checks
MTB,M&T Bank Corporation Common Stock,Health Care,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,Health Care,
MTBL,Moatable Inc. American Depositary Share (each representing forty-five (45) Class A Ordinary Shares),Health Care,Retail-Auto Dealers and Gas Stations
MTC,MMTec Inc. Common Shares,Health Care,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,Health Care,Computer Software: Programming Data Processing
MTD,Mettler-Toledo International Inc. Common Stock,Health Care,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,Health Care,Oil & Gas Production
MTEK,Maris-Tech Ltd. Ordinary Shares,Health Care,
MTEKW,Maris-Tech Ltd. Warrants,Health Care,
MTEM,Molecular Templates Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTEX,Mannatech Incorporated Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation Common Stock,Health Care,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,Health Care,Homebuilding
MTLS,Materialise NV American Depositary Shares,Health Care,Computer Software: Prepackaged Software
MTN,Vail Resorts Inc. Common Stock,Health Care,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,Health Care,Oil & Gas Production
MTRN,Materion Corporation,Health Care,Industrial Specialties
MTRX,Matrix Service Company Common Stock,Health Care,Engineering & Construction
MTRY,Monterey Innovation Acquisition Corp. Common Stock,Health Care,Blank Checks
MTRYW,Monterey Innovation Acquisition Corp. Warrant,Health Care,Blank Checks
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Health Care,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,Health Care,Computer Software: Prepackaged Software
MTW,Manitowoc Company Inc. (The) Common Stock,Health Care,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,Health Care,Major Chemicals
MTZ,MasTec Inc. Common Stock,Health Care,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,Health Care,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,Health Care,Investment Bankers/Brokers/Service
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,Health Care,Investment Bankers/Brokers/Service
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Health Care,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MULN,Mullen Automotive Inc. Common Stock,Health Care,Auto Manufacturing
MUR,Murphy Oil Corporation Common Stock,Health Care,Oil & Gas Production
MURF,Murphy Canyon Acquisition Corp. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MURFU,Murphy Canyon Acquisition Corp. Unit,Health Care,Biotechnology: Pharmaceutical Preparations
MURFW,Murphy Canyon Acquisition Corp. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
MUSA,Murphy USA Inc. Common Stock,Health Care,Retail-Auto Dealers and Gas Stations
MUX,McEwen Mining Inc. Common Stock,Health Care,Precious Metals
MVBF,MVB Financial Corp. Common Stock,Health Care,Major Banks
MVF,Blackrock MuniVest Fund Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
MVIS,MicroVision Inc. Common Stock,Health Care,Industrial Machinery/Components
MVLA,Movella Holdings Inc. Common Stock,Health Care,EDP Services
MVLAW,Movella Holdings Inc. Warrant,Health Care,EDP Services
MVO,MV Oil Trust Units of Beneficial Interests,Health Care,Oil & Gas Production
MVST,Microvast Holdings Inc. Common Stock,Health Care,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,Health Care,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,Health Care,Investment Bankers/Brokers/Service
MWA,MUELLER WATER PRODUCTS Common Stock,Health Care,Metal Fabrications
MWG,Multi Ways Holdings Limited Ordinary Shares,Health Care,Miscellaneous manufacturing industries
MX,Magnachip Semiconductor Corporation Common Stock,Health Care,Semiconductors
MXC,Mexco Energy Corporation Common Stock,Health Care,Oil & Gas Production
MXCT,MaxCyte Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,Health Care,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,Health Care,Trusts Except Educational Religious and Charitable
MXL,MaxLinear Inc. Common Stock,Health Care,Semiconductors
MYD,Blackrock MuniYield Fund Inc.  Common Stock,Health Care,Investment Bankers/Brokers/Service
MYE,Myers Industries Inc. Common Stock,Health Care,Auto Parts:O.E.M.
MYFW,First Western Financial Inc. Common Stock,Health Care,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,Health Care,Investment Bankers/Brokers/Service
MYMD,MyMD Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Health Care,Finance Companies
MYNA,Mynaric AG American Depository Shares,Health Care,
MYNZ,Mainz Biomed N.V. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MYO,Myomo Inc. Common Stock,Health Care,Industrial Specialties
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,Health Care,EDP Services
MYPSW,PLAYSTUDIOS Inc. Warrant,Health Care,EDP Services
MYRG,MYR Group Inc. Common Stock,Health Care,Water Sewer Pipeline Comm & Power Line Construction
NA,Nano Labs Ltd American Depositary Shares,Health Care,Semiconductors
NAAS,NaaS Technology Inc. American Depositary Shares,Health Care,Other Specialty Stores
NABL,N-able Inc. Common Stock,Health Care,Computer Software: Prepackaged Software
NAC,Nuveen California Quality Municipal Income Fund,Health Care,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,Health Care,Investment Managers
NAII,Natural Alternatives International Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
NAK,Northern Dynasty Minerals Ltd. Common Stock,Health Care,Precious Metals
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Health Care,Investment Managers
NAOV,NanoVibronix Inc. Common Stock,Health Care,Industrial Specialties
NAPA,The Duckhorn Portfolio Inc. Common Stock,Health Care,Beverages (Production/Distribution)
NARI,Inari Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
NAT,Nordic American Tankers Limited Common Stock,Health Care,Marine Transportation
NATH,Nathan's Famous Inc. Common Stock,Health Care,Restaurants
NATI,National Instruments Corporation Common Stock,Health Care,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,Nautilus Biotechnolgy Inc. Common Stock,Health Care,Biotechnology: Laboratory Analytical Instruments
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation Common Stock,Health Care,Investment Bankers/Brokers/Service
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Health Care,Finance/Investors Services
NB,NioCorp Developments Ltd. Common Stock,Health Care,Metal Mining
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Health Care,Finance Companies
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,Health Care,Finance/Investors Services
NBHC,National Bank Holdings Corporation Common Stock,Health Care,Major Banks
NBIX,Neurocrine Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,Health Care,Major Banks
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,Health Care,Finance/Investors Services
NBR,Nabors Industries Ltd.,Health Care,Oil & Gas Production
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
NBSE,NeuBase Therapeutics Inc.  Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NBST,Newbury Street Acquisition Corporation Common Stock,Health Care,Blank Checks
NBSTU,Newbury Street Acquisition Corporation Units,Health Care,Blank Checks
NBSTW,Newbury Street Acquisition Corporation Warrants,Health Care,Blank Checks
NBTB,NBT Bancorp Inc. Common Stock,Health Care,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,Health Care,Finance/Investors Services
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,Health Care,Trusts Except Educational Religious and Charitable
NBY,NovaBay Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NC,NACCO Industries Inc. Common Stock,Health Care,Coal Mining
NCA,Nuveen California Municipal Value Fund,Health Care,Investment Managers
NCAC,Newcourt Acquisition Corp Class A Ordinary Share,Health Care,Blank Checks
NCACW,Newcourt Acquisition Corp Warrant,Health Care,Blank Checks
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Health Care,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,Health Care,Advertising
NCNA,NuCana plc American Depositary Share,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,Health Care,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,Health Care,Investment Managers
NCR,NCR Corporation Common Stock,Health Care,Office Equipment/Supplies/Services
NCRA,Nocera Inc. Common Stock,Health Care,Farming/Seeds/Milling
NCSM,NCS Multistage Holdings Inc. Common Stock,Health Care,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,Health Care,Business Services
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,Health Care,Finance Companies
NCV^A,Virtus Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,Health Care,
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,Health Care,Finance Companies
NCZ^A,Virtus Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,Health Care,
NDAQ,Nasdaq Inc. Common Stock,Health Care,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,Health Care,Restaurants
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,Health Care,Trusts Except Educational Religious and Charitable
NDP,Tortoise Energy Independence Fund Inc. Common Stock,Health Care,Finance/Investors Services
NDRA,ENDRA Life Sciences Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,Nordson Corporation Common Stock,Health Care,Industrial Machinery/Components
NE,Noble Corporation plc A Ordinary Shares,Health Care,Other Specialty Stores
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,Health Care,Finance/Investors Services
NECB,NorthEast Community Bancorp Inc. Common Stock,Health Care,Savings Institutions
NEE,NextEra Energy Inc. Common Stock,Health Care,EDP Services
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,Health Care,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,Health Care,
NEE^R,NextEra Energy Inc. 6.926% Corporate Units,Health Care,
NEGG,Newegg Commerce Inc. Common Shares,Health Care,Other Specialty Stores
NEM,Newmont Corporation,Health Care,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,Health Care,Building operators
NEO,NeoGenomics Inc. Common Stock,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Health Care,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,Health Care,Industrial Machinery/Components
NEOVW,NeoVolta Inc. Warrant,Health Care,Industrial Machinery/Components
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,Health Care,Electric Utilities: Central
NEPH,Nephros Inc. Common Stock,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Health Care,Pharmaceuticals and Biotechnology
NERV,Minerva Neurosciences Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NET,Cloudflare Inc. Class A Common Stock,Health Care,EDP Services
NETC,Nabors Energy Transition Corp. Class A Common Stock,Health Care,Consumer Electronics/Appliances
NETDU,Nabors Energy Transition Corp. II Unit,Health Care,
NETI,Eneti Inc. Common Stock,Health Care,Marine Transportation
NEU,NewMarket Corp Common Stock,Health Care,Major Chemicals
NEWP,New Pacific Metals Corp. Common Shares,Health Care,Precious Metals
NEWR,New Relic Inc. Common Stock,Health Care,Computer Software: Prepackaged Software
NEWT,NewtekOne Inc. Common Stock,Health Care,Major Banks
NEWTL,NewtekOne Inc. 5.75% Notes due 2024,Health Care,Major Banks
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,Health Care,Major Banks
NEX,NexTier Oilfield Solutions Inc. Common Stock,Health Care,Oilfield Services/Equipment
NEXA,Nexa Resources S.A. Common Shares,Health Care,Metal Mining
NEXI,NexImmune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
NEXT,NextDecade Corporation Common Stock,Health Care,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),Health Care,Savings Institutions
NFE,New Fortress Energy Inc. Class A Common Stock,Health Care,Oil/Gas Transmission
